congressperson_name,civil_name,congressperson_id,state,twitter_profile,secondary_twitter_profile,facebook_page
DANILO CABRAL,DANILO JORGE DE BARROS CABRAL,160528,PE,,,https://www.facebook.com/danilocabral4010/
EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,141421,PE,eduardodafonte,,https://www.facebook.com/dududafonte/
FERNANDO COELHO FILHO,,141431,PE,FBCFilho,,https://www.facebook.com/fernandofilhope
FERNANDO FERRO,,74417,PE,FerroPT,,https://www.facebook.com/deputadofernandoferro/
FERNANDO MONTEIRO,FERNANDO MONTEIRO DE ALBUQUERQUE,92699,PE,,,https://www.facebook.com/fernandomonteirope/
GONZAGA PATRIOTA,LUIZ GONZAGA PATRIOTA,74419,PE,,,https://www.facebook.com/DepGonzagaPatriota
GUILHERME COELHO,GUILHERME CRUZ DE SOUZA COELHO,194259,PE,,,https://www.facebook.com/guilhermecoelhope/
INOCÊNCIO OLIVEIRA,,74421,PE,Dep_Inocencio,,https://www.facebook.com/Deputado-Inocêncio-Oliveira-168998663293195/
JARBAS VASCONCELOS,Jarbas de Andrade Vasconcelos,131943,PE,,,https://www.facebook.com/JarbasVasconcelos
JORGE CÔRTE REAL,JORGE WICKS CÔRTE REAL,160572,PE,jorgecortereal,,https://www.facebook.com/jorgecorterealpe/
JOSÉ AUGUSTO MAIA,,160661,PE,joseaugustomaia,,https://www.facebook.com/joseaugusto.maia.94
JOSÉ CHAVES,,74423,PE,dep_josechaves,,NÃO ENCONTRADO
JOÃO FERNANDO COUTINHO,JOAO FERNANDO PONTUAL COUTINHO,178917,PE,,,https://www.facebook.com/joaofernandocoutinho/
JOÃO PAULO LIMA,,160549,PE,joaopaulo_pt,,https://www.facebook.com/joaopaulopt13/
KAIO MANIÇOBA,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,178918,PE,,,https://www.facebook.com/deputadokaiomanicoba/
LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,160628,PE,deputadaluciana,,https://www.facebook.com/deputadalucianaoficial/
MARINALDO ROSENDO,MARINALDO ROSENDO DE ALBUQUERQUE,178919,PE,MarinaldoRosend,,https://www.facebook.com/marinaldo.rosendo/
MENDONÇA FILHO,,74428,PE,mendonca_filho,,https://www.facebook.com/mendoncafilhoPE/
PASTOR EURICO,FRANCISCO EURICO DA SILVA,160642,PE,pastoreurico,,https://www.facebook.com/deputadopastoreurico/
PAULO RUBEM SANTIAGO,,74047,PE,paulorubem,,https://www.facebook.com/paulorubemsantiago
PEDRO EUGÊNIO,,74556,PE,pedroEugeniopt,,Morreu ! =x
RAUL HENRY,,141523,PE,RaulHenry,,https://www.facebook.com/RaulHenryPE/
RICARDO TEOBALDO,RICARDO TEOBALDO CAVALCANTI,178920,PE,psdbricardo45,,http://www.facebook.com/ricardoteobaldooficial
ROBERTO TEIXEIRA,,160652,PE,dep_roberto1122,,https://www.facebook.com/robertoteixeirape/
SERGIO GUERRA,,74435,PE,Sergio_Guerra,,Morreu tambem =x²
SEVERINO NINHO,SEVERINO DE SOUZA SILVA,167614,PE,,,https://www.facebook.com/DeputadoNinho4080/
SILVIO COSTA,SÍLVIO SERAFIM COSTA,4930,PE,silviocosta1410,,https://www.facebook.com/SilvioCosta.PE/
TADEU ALENCAR,FRANCISCO TADEU BARBOSA DE ALENCAR,178922,PE,,,https://www.facebook.com/TadeuAlencar4020
WOLNEY QUEIROZ,WOLNEY QUEIROZ MACIEL,74439,PE,WolneyQueirozM,,https://www.facebook.com/wolneyqueirozpe/
ZECA CAVALCANTI,JOSE CAVALCANTI ALVES JUNIOR,178923,PE,NAO ENCONTRADO,,https://www.facebook.com/zecacavalcantiPTB
ASSIS CARVALHO,FRANCISCO DE ASSIS CARVALHO GONÇALVES,159237,PI,assis_carvalho,,https://www.facebook.com/assiscarvalho.pt
HERÁCLITO FORTES,HERÁCLITO DE SOUSA FORTES,97707,PI,,,https://www.facebook.com/hfortespi/
HUGO NAPOLEÃO,,160974,PI,dephugonapoleao,,https://www.facebook.com/hugonapoleaopiaui/
IRACEMA PORTELLA,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,67138,PI,iracemaportela,,https://www.facebook.com/iracemaportella/
JESUS RODRIGUES,,160671,PI,Jesus_Rodrigues,,https://www.facebook.com/deputado.jesusrodrigues
JÚLIO CESAR,JÚLIO CÉSAR DE CARVALHO LIMA,74317,PI,DepJulioCesarPI,,https://www.facebook.com/depfederaljuliocesar/
MAIA FILHO,JOSÉ DE ANDRADE MAIA FILHO,151965,PI,josemaiafilho,,https://www.facebook.com/maiafilho11/
MARCELO CASTRO,MARCELO COSTA E CASTRO,74460,PI,MarceloCastroPI,,https://www.facebook.com/MarceloCastro15
MARLLOS SAMPAIO,,121759,PI,marllossampaio,,https://www.facebook.com/marllossampaio/
PAES LANDIM,JOSÉ FRANCISCO PAES LANDIM,74319,PI,,,https://www.facebook.com/paes.landim.56
RODRIGO MARTINS,RODRIGO RODRIGUES DE SOUZA MARTINS,178926,PI,,,https://www.facebook.com/rodrigomartinspi/
SILAS FREIRE,SILAS FREIRE PEREIRA E SILVA,187008,PI,,,https://www.facebook.com/silasfreirepi/
ÁTILA LIRA,ÁTILA FREITAS LIRA,74459,PI,,,https://www.facebook.com/atilafreitaslira/
ABELARDO LUPION,,73764,PR,abelardolupion,,NÃO ENCONTRADO
ALEX CANZIANI,ALEX CANZIANI SILVEIRA,73458,PR,CanzianiAlex,,https://www.facebook.com/canzianialex/
ALFREDO KAEFER,JACOB ALFREDO STOFFELS KAEFER,141454,PR,AlfredoKaefer,,https://www.facebook.com/Dep.AlfredoKaefer/
ALIEL MACHADO,ALIEL MACHADO BARK,178927,PR,alielmachado,,https://www.facebook.com/Alielmachadooficial/
ANDRE VARGAS,,141378,PR,andrevargas13,,NÃO ENCONTRADO
ANDRÉ ZACHAROW,,74377,PR,zacharow,,https://www.facebook.com/andre.zacharow.3
ANGELO VANHONI,,141381,PR,angelovanhoni,,https://www.facebook.com/vanhoni/
ASSIS DO COUTO,ASSIS MIGUEL DO COUTO,74378,PR,assisdocouto,,https://www.facebook.com/deputadoassisdocouto/
CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,178928,PR,christianeyared,,https://www.facebook.com/ChristianeYared/
CIDA BORGHETTI,,160580,PR,cidaborghetti_,,https://www.facebook.com/cidaborghettioficial/
DELEGADO FRANCISCHINI,FERNANDO DESTITO FRANCISCHINI,160646,PR,Francischini_,,https://www.facebook.com/FernandoFrancischiniBR
DIEGO GARCIA,DIEGO ALEXSANDER GONCALO PAULA GARCIA,178929,PR,diegogarciapr,,https://www.facebook.com/DiegoGarciaDeputado/
DILCEU SPERAFICO,DILCEU JOÃO SPERAFICO,73768,PR,DepSperafico,,https://www.facebook.com/joao.toledo.355
DR. ROSINHA,,73459,PR,drrosinha,,https://www.facebook.com/DoutorRosinha13
EDMAR ARRUDA,EDMAR DE SOUZA ARRUDA,160578,PR,EdmarArruda,,https://www.facebook.com/EdmarArrudaPR/
EDUARDO SCIARRA,,74382,PR,Eduardo_Sciarra,,https://www.facebook.com/Eduardo-Sciarra-142587495848039/
ENIO VERRI,ENIO JOSÉ VERRI,132504,PR,enioverri,,https://www.facebook.com/enioverri/
EVANDRO ROMAN,EVANDRO ROGERIO ROMAN,178930,PR,roman_evandro,,https://www.facebook.com/evandrorogerio.roman/
GIACOBO,FERNANDO LÚCIO GIACOBO,74383,PR,fernandogiacobo,,https://www.facebook.com/fernandogiacobo/
HERMES PARCIANELLO,HERMES PARCIANELLO,73772,PR,NÃO ENCONTRADO,,NÃO ENCONTRADO
JOÃO ARRUDA,JOÃO JOSÉ DE ARRUDA JÚNIOR,160573,PR,joao_arruda,,https://www.facebook.com/JoaoArruda15/
LEANDRE,LEANDRE DAL PONTE,178832,PR,Leandre4300,,https://www.facebook.com/LeandreOficial/
LEOPOLDO MEYER,LEOPOLDO COSTA MEYER,160663,PR,leopoldo_meyer,,https://www.facebook.com/MeyerFanPage/
LUCIANO DUCCI,LUCIANO DUCCI,178931,PR,LucianoDucci,,https://www.facebook.com/LucianoDucci/
LUIZ CARLOS HAULY,LUIZ CARLOS JORGE HAULY,73778,PR,deputadoHauly,,https://www.facebook.com/luizcarlos.hauly.7
LUIZ NISHIMORI,LUIZ HILOSHI NISHIMORI,162332,PR,luiznishimori,,https://www.facebook.com/nishimoriluiz/
NELSON MEURER,NELSON MEURER,73781,PR,NÃO ENCONTRADO,,NÃO ENCONTRADO
NELSON PADOVANI,NELSON PADOVANI,160566,PR,nelson_padovani,,https://www.facebook.com/deputadonelsonpadovani/
OSMAR BERTOLDI,OSMAR STUART BERTOLDI,180545,PR,bertoldi,,https://www.facebook.com/OsmarSBertoldi/
OSMAR SERRAGLIO,,73463,PR,osmar_serraglio,,https://www.facebook.com/DeputadoOsmarSerraglio/
RATINHO JUNIOR,,141403,PR,ratinho_jr,,https://www.facebook.com/ratinhojunior/
REINHOLD STEPHANES,REINHOLD STEPHANES,73786,PR,R_Stephanes,,https://www.facebook.com/reinhold.stephanes
ROCHA LOURES,RODRIGO SANTOS DA ROCHA LOURES,141532,PR,rodrochaloures,,ESSE JA TA PRESO* (NÃO ENCONTRADO)
ROSANE FERREIRA,,160614,PR,rosanedopv,,https://www.facebook.com/Rosaneprefeita/
RUBENS BUENO,RUBENS BUENO,73466,PR,rubensbuenopps,,https://www.facebook.com/rubensbuenopps/
SANDRO ALEX,SANDRO ALEX CRUZ DE OLIVEIRA,160621,PR,SandroAlex2323,,https://www.facebook.com/sandro.alex.5492
SERGIO SOUZA,SERGIO DE SOUZA,178933,PR,_sergiosouza,,https://www.facebook.com/sergiosouzaPR/
TAKAYAMA,HIDEKAZU TAKAYAMA,74385,PR,pastortakayama,,https://www.facebook.com/Pastortakayama/
TONINHO WANDSCHEER,ANTONIO WANDSCHEER,178934,PR,deputadotoninho,,https://www.facebook.com/DeputadoToninhoWandscheer/
ZECA DIRCEU,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,160592,PR,zeca_dirceu,,https://www.facebook.com/deputadofederalzecadirceu/
ADRIAN,,160577,RJ,DepAdrian,,https://www.facebook.com/DepFederalAdrian/
ALESSANDRO MOLON,ALESSANDRO LUCCIOLA MOLON,160511,RJ,AlessandroMolon,,https://www.facebook.com/MolonRJ/
ALEXANDRE SANTOS,,74830,RJ,depAlexandreSRJ,,https://www.facebook.com/lexandresantos45/?hc_ref=SEARCH
ALEXANDRE SERFIOTIS,ALEXANDRE AUGUSTUS SERFIOTIS,178833,RJ,AleSerfiotis,,https://www.facebook.com/alexandreserfiotis/
ALEXANDRE VALLE,ALEXANDRE VALLE CARDOSO,178936,RJ,,,https://www.facebook.com/Valle.Alexandre/
ALFREDO SIRKIS,,116663,RJ,Alfredosirkis,,https://pt-br.facebook.com/alfredo.sirkis/
ALTINEU CÔRTES,ALTINEU CÔRTES FREITAS COUTINHO,178937,RJ,,,https://www.facebook.com/altineu/
ANDREIA ZITO,,141379,RJ,andreia_zito,,https://www.facebook.com/andreiazito/
ANTHONY GAROTINHO,,160539,RJ,blogdogarotinho,,https://www.facebook.com/garotinhooficial/
AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,74833,RJ,AroldeOliveira,,https://www.facebook.com/aroldedeoliveira/
AUREO,AUREO LIDIO MOREIRA RIBEIRO,160512,RJ,DeputadoAureo,,https://www.facebook.com/aureodeputado/
BENEDITA DA SILVA,BENEDITA SOUZA DA SILVA SAMPAIO,73701,RJ,,,https://www.facebook.com/blogdabenedita/
BRIZOLA NETO,,141399,RJ,brizola_neto,,https://www.facebook.com/brizolanetoprefeito/
CABO DACIOLO,BENEVENUTO DACIOLO FONSECA DOS SANTOS,178938,RJ,,,https://www.facebook.com/depudadocabodaciolo/
CELSO JACOB,CELSO ALENCAR RAMOS JACOB,73568,RJ,,,https://www.facebook.com/deputadocelsojacob/
CELSO PANSERA,CELSO PANSERA,72912,RJ,celsopansera,,https://www.facebook.com/celsopansera/
CHICO ALENCAR,FRANCISCO RODRIGUES DE ALENCAR FILHO,74171,RJ,depchicoalencar,,https://www.facebook.com/chicoalencar/
CHICO D'ANGELO,FRANCISCO JOSÉ D'ANGELO PINTO,141439,RJ,chico_dangelo,,https://www.facebook.com/chicodangelo/
CRISTIANE BRASIL,CRISTIANE BRASIL FRANCISCO,93472,RJ,Dep_CrisBrasil,,https://www.facebook.com/cristiane.brasil/
CRISTIANO,,114586,RJ,dep_cristiano,,https://www.facebook.com/depcristianoaraujo/
DEJORGE PATRÍCIO,DEJORGE PATRICIO DA SILVA,196357,RJ,,,https://www.facebook.com/dejorgepatricio/
DELEY,WANDERLEY ALVES DE OLIVEIRA,74172,RJ,depdeley,,https://www.facebook.com/deputadodeley/
DR. ADILSON SOARES,,141371,RJ,draluizio_news,,NÃO ENCONTRADO
DR. ALUIZIO,,160529,RJ,draluiziojunior,,https://www.facebook.com/draluizioprefeito/
EDSON EZEQUIEL,,74838,RJ,depezequiel,,https://www.facebook.com/deputadoezequiel
EDSON SANTOS,,141419,RJ,depedsonsantos,,https://www.facebook.com/deputadoedsonsantos
EDUARDO CUNHA,,74173,RJ,DepEduardoCunha,,https://www.facebook.com/DeputadoEduardoCunha/
EZEQUIEL TEIXEIRA,EZEQUIEL CORTAZ TEIXEIRA,178941,RJ,,,https://www.facebook.com/deputadoezequielteixeira/
FELIPE BORNIER,FELIPE LEONE BORNIER DE OLIVEIRA,141430,RJ,felipebornierrj,,https://www.facebook.com/FelipeBornier/
FERNANDO JORDÃO,,163831,RJ,fernandojordao,,https://www.facebook.com/fernando.jordao/
FILIPE PEREIRA,,141433,RJ,filipepereira20,,https://www.facebook.com/DeputadoFilipePereiraOficial/
FRANCISCO FLORIANO,FRANCISCO FLORIANO DE SOUSA SILVA,160677,RJ,dep_francisco,,https://www.facebook.com/DepFranciscoFloriano/
GLAUBER BRAGA,GLAUBER DE MEDEIROS BRAGA,152605,RJ,Glauber_Braga,,https://www.facebook.com/glauber.braga1/
HUGO LEAL,HUGO LEAL MELO DA SILVA,141450,RJ,dephugoleal,,https://www.facebook.com/hugo.leal.758/
JAIR BOLSONARO,JAIR MESSIAS BOLSONARO,74847,RJ,jairbolsonaro,,https://www.facebook.com/jairmessias.bolsonaro/
JANDIRA FEGHALI,JANDIRA FEGHALI,74848,RJ,jandira_feghali,,https://www.facebook.com/sigajandira2/
JEAN WYLLYS,JEAN WYLLYS DE MATOS SANTOS,160672,RJ,jeanwyllys_real,,https://www.facebook.com/jean.wyllys/
JULIO LOPES,JULIO LUIZ BAPTISTA LOPES,74253,RJ,,,https://www.facebook.com/juliolopesfanpagerj/
LAURA CARNEIRO,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,74856,RJ,,,https://www.facebook.com/lauracarneirorio/
LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,178802,RJ,,,https://www.facebook.com/luizcarlosramosfilhoamoraosanimais/
LUIZ SÉRGIO,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,74688,RJ,,,https://www.facebook.com/luizsergio.pt/
MARCELO DELAROLI,MARCELO JANDRE DELAROLI,195826,RJ,,,https://www.facebook.com/MarceloDelaroliOficial/
MARCELO MATOS,MARCELO VIVIANI GONÇALVES,76287,RJ,,,https://www.facebook.com/deputadomarcelomatos/
MARCO ANTÔNIO CABRAL,MARCO ANTONIO NEVES CABRAL,178942,RJ,,,https://www.facebook.com/marcoantonio.nevescabral/
MARCOS SOARES,MARCOS BEZERRA RIBEIRO SOARES,178943,RJ,,,https://www.facebook.com/DeputadoMarcosSoares/
MIRO TEIXEIRA,MIRO TEIXEIRA,74862,RJ,,,https://www.facebook.com/miroteixeira9000
NEILTON MULIM,,141510,RJ,depneiltonmulim ,,https://www.facebook.com/neilton.mulim.7
OTAVIO LEITE,OTAVIO SANTOS SILVA LEITE,141515,RJ,otavioleite,,https://www.facebook.com/OtavioLeite/
PAULO FEIJÓ,PAULO FERNANDO FEIJO TORRES,74017,RJ,paulofeijo2288,,https://www.facebook.com/deputadopaulofeijo/
PEDRO PAULO,PEDRO PAULO CARVALHO TEIXEIRA,122158,RJ,pedropaulo,,https://www.facebook.com/rio.pedropaulo/
ROBERTO SALES,ROBERTO DA SILVA SALES,178944,RJ,NÃO ENCONTRADO,,https://www.facebook.com/robertosalesoficial/
RODRIGO MAIA,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,74693,RJ,DepRodrigomaia,,https://www.facebook.com/RodrigoMaiaRJ/
ROMÁRIO,,160597,RJ,RomarioOnze,,https://www.facebook.com/romariodesouzafaria/
ROSANGELA GOMES,ROSANGELA DE SOUZA GOMES,178945,RJ,rosangelasgomes,,https://www.facebook.com/deputadarosangelagomes/
SERGIO ZVEITER,SERGIO ZVEITER,160612,RJ,zveitersergio,,https://www.facebook.com/sergio.zveiter/
SIMÃO SESSIM,SIMÃO SESSIM,73424,RJ,simao_sessim,,https://www.facebook.com/profile.php?id=100017054522388&hc_ref=SEARCH
SOLANGE ALMEIDA,,141547,RJ,solangealmeida_,,NÃO ENCONTRADO
SORAYA SANTOS,SORAYA ALENCAR DOS SANTOS,178946,RJ,NÃO ENCONTRADO,,https://www.facebook.com/deputadocarlosandrade/
STEPAN NERCESSIAN,,160627,RJ,stepanrio,,https://www.facebook.com/stepan.nercessian/
SÓSTENES CAVALCANTE,SOSTENES SILVA CAVALCANTE,178947,RJ,DepSostenes,,https://www.facebook.com/sostenescavalcante/
VITOR PAULO,,92355,RJ,vitorpaulo10,,https://www.facebook.com/bispovitorpaulo
WADIH DAMOUS,WADIH NEMER DAMOUS FILHO,189593,RJ,wadih_damous,,https://www.facebook.com/wadihdamous/
WALNEY ROCHA,WALNEY DA ROCHA CARVALHO,160631,RJ,walneyrocha,,https://www.facebook.com/oficialwalneyrocha/
WILSON BESERRA,WILSON SILVA BESERRA,193066,RJ,wilsonbeserra,,https://www.facebook.com/deputadowilsonbeserra/
ZÉ AUGUSTO NALIN,JOSÉ AUGUSTO NALIN,191945,RJ,zeaugustonalin,,https://www.facebook.com/joseaugustonalin/
ANTÔNIO JÁCOME,ANTONIO JACOME DE LIMA JUNIOR,178950,RN,NAO ENCONTRADO,,https://www.facebook.com/jacomern/
BETO ROSADO,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,178948,RN,betorosado,,https://www.facebook.com/betorosado1111/
FELIPE MAIA,FELIPE CATALÃO MAIA,141429,RN,depfelipemaia,,https://www.facebook.com/felipemaiarn/
FÁBIO FARIA,FÁBIO SALUSTINO MESQUITA DE FARIA,141428,RN,fabiofaria33,,https://www.facebook.com/fabiofaria5555/
HENRIQUE EDUARDO ALVES,,74324,RN,HenriqueEAlves,,https://www.facebook.com/deputadohenriquefontana/
JOÃO MAIA,,141459,RN,depjoaomaia,,https://www.facebook.com/joao.maia.581
PAULO WAGNER,,160593,RN,deppaulowagner,,https://www.facebook.com/paulo.wagner.90226?ref=br_rs
RAFAEL MOTTA,RAFAEL HUETE DA MOTTA,178951,RN,rafaelmottarn,,https://www.facebook.com/rafaelmottarn
ROGÉRIO MARINHO,ROGÉRIO SIMONETTI MARINHO,141535,RN,rogeriosmarinho,,https://www.facebook.com/rogeriosmarinho
WALTER ALVES,WALTER PEREIRA ALVES,178952,RN,WalterAlvesRN,,https://www.facebook.com/WalterAlvesRN1
ZENAIDE MAIA,ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,178949,RN,NAO ENCONTRADO,,https://www.facebook.com/depzenaidemaia/
EXPEDITO NETTO,EXPEDITO GONCALVES FERREIRA NETTO,178953,RO,netto_expedito,,https://www.facebook.com/expedito.netto.1
LINDOMAR GARÇON,LINDOMAR BARBOSA ALVES,141483,RO,depgarcon,,https://www.facebook.com/LindomarGarcon10
LUCIO MOSQUINI,LUCIO ANTONIO MOSQUINI,178954,RO,NÃO ENCONTRADO,,https://www.facebook.com/profile.php?id=100011438522684
LUIZ CLÁUDIO,LUIZ CLAUDIO PEREIRA ALVES,178955,RO,NÃO ENCONTRADO,,https://www.facebook.com/luizclaudiodaagricultura
MARCOS ROGÉRIO,MARCOS ROGÉRIO DA SILVA BRITO,167722,RO,MarcosRogerio,,https://www.facebook.com/profile.php?id=100008179053573
MARIANA CARVALHO,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,178956,RO,MarianaPSDB,,https://www.facebook.com/marianacarvalho45
MARINHA RAUPP,MARINHA CÉLIA ROCHA RAUPP DE MATOS,74177,RO,DepMarinhaRaupp,,https://www.facebook.com/MarinhaRaupp
MAURO NAZIF,,141508,RO,drmauronazif,,https://www.facebook.com/maurorasul
NATAN DONADON,,133372,RO,natandonadon,,https://www.facebook.com/pages/Natan-Donadon/607464139302519
NILTON CAPIXABA,NILTON BALBINO,74359,RO,NÃO ENCONTRADO,,https://www.facebook.com/deputadoniltoncapixaba
PADRE TON,,160670,RO,padreton,,https://www.facebook.com/padrton
ABEL MESQUITA JR.,ABEL SALVADOR MESQUITA JUNIOR,178957,RR,depabelmesquita,,https://www.facebook.com/abel.mesquita.94
CARLOS ANDRADE,CARLOS AUGUSTO ANDRADE SILVA,178958,RR,deputado_ca,,https://www.facebook.com/deputadocarlosandrade/
EDIO LOPES,ÉDIO VIEIRA LOPES,141417,RR,ediolopes,,https://www.facebook.com/deputadoediolopes/
HIRAN GONÇALVES,HIRAN MANUEL GONCALVES DA SILVA,178959,RR,deputadohiran,,https://www.facebook.com/DeputadoHiran/?hc_ref=PAGES_TIMELINE
JHONATAN DE JESUS,JOHNATHAN PEREIRA DE JESUS,160531,RR,jhonatan_djesus,,https://www.facebook.com/DepJhonatanJesus/
MARIA HELENA,MARIA HELENA VERONESE RODRIGUES,64960,RR,depmariahelena,,https://www.facebook.com/deputadamariahelena/
PAULO CESAR QUARTIERO,,160668,RR,pauloquartiero,,https://www.facebook.com/pages/Paulo-Quartiero/281327242020884
RAUL LIMA,,160656,RR,raullimarr,,https://www.facebook.com/DepRaulLima/
REMÍDIO MONAI,REMIDIO MONAI MONTESSI,178960,RR,remidiomonai,,https://www.facebook.com/RemidioMonaiRR/
SHÉRIDAN,SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA,178961,RR,depsheridan,,https://www.facebook.com/deputadasheridan/
TERESA SURITA,,160608,RR,teresasurita ,,https://www.facebook.com/teresasurita/
